primary_method,active_standardized_method_name,active_method_class,scoring_standardized_method_name,scoring_method_class,instructions_standardized_method_name,instructions_method_class,final_standardized_method_name,final_method_class,decision
lexicographic measure (grape depth / pear / cherry / size),lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
"lexicographic measure (grape-stack length, size)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
"lexicographic measure (max_peel_rank, #bananas, size)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure (normal-form flag then size),lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
"lexicographic measure (n₁, n₂, n₃, n₄)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
"lexicographic measure (occ cherry, occ grape, |t|)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
"lexicographic measure (rank, size)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure (rec-unfolding depth / eqW-potential / height),lexicographic_measure,direct_measure,,,,,lexicographic_measure,direct_measure,active_only
lexicographic measure (recursion measure then eqW-count),lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
lexicographic measure (recΔ δ-depth / size),lexicographic_measure,direct_measure,,,,,lexicographic_measure,direct_measure,active_only
"lexicographic measure (recΔ-third-arg multiset, eqW count, size)",,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
"lexicographic measure (redex depth, constructor count)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
"lexicographic measure (root-redex count, size μ)",lexicographic_measure,direct_measure,,,,,lexicographic_measure,direct_measure,active_only
"lexicographic measure (root-redex count, size)",lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
"lexicographic measure (S-count, F-count)",lexicographic_measure,direct_measure,,,,,lexicographic_measure,direct_measure,active_only
"lexicographic measure (S-depth of third arg, #F)",lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
lexicographic measure (S-depth then #F),lexicographic_measure,direct_measure,,,,,lexicographic_measure,direct_measure,active_only
"lexicographic measure (size, banana-grape flag)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
"lexicographic measure (size, unfolding depth)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure (term height + active-constructor multiset),multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
lexicographic measure (term height + grape/cherry node count),lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
"lexicographic measure (term size, structural depth)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
"lexicographic measure (total S, #F-redexes)",lexicographic_measure,direct_measure,,,,,lexicographic_measure,direct_measure,active_only
"lexicographic measure (trace-height, syntactic-size)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
"lexicographic measure (unfolding depth, weighted size)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
"lexicographic measure (α, β)",lexicographic_measure,direct_measure,,,,,lexicographic_measure,direct_measure,active_only
"lexicographic measure (δ(t), |t|)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
"lexicographic measure (δ, ε, σ)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
"lexicographic measure (Δ, σ)",,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure (Δ-depth / eqW-depth / size),lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
lexicographic measure (δ-depth / size),lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
"lexicographic measure (δ-height, size)",lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
lexicographic measure / multiset path order,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
lexicographic measure / weighted interpretation,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
lexicographic measure / well-founded ordering,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure argument,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure of global symbol counts,,,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure of total symbol occurrences,,,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on #S and #F,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
lexicographic measure on banana depth cherry weight and total size,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on banana third-argument grape-depth,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on banana third-argument grape-nesting depth,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on banana-third-arg grape count and size,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on banana-third-arg grape depth cherry count and size,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on banana-third-argument grape-depth and term size,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on cherry count grape count and size,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on cherry-count banana-argument grape-depth sum and size,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on cherry-count grape-count and size,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on delta count and term size,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on delta depth and term size,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on delta nesting depth and node count,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
lexicographic measure on delta-count and size,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
